Job Id,Experience,Qualifications,Salary Range,location,Country,latitude,longitude,Company Size,Job Title,Role,Company,Min_experience,Max_experience,Average_experience,Average_Salary
1752032635019367,2 to 15 Years,B.Com,$56K-$107K,"Washington, D.C.",USA,37,-95,32664,Personal Assistant,Personal Secretary,Fox,2,15,8.5,81500
682285294394730,2 to 11 Years,MCA,$57K-$121K,"Washington, D.C.",USA,37,-95,64401,Financial Advisor,Investment Advisor,General Mills,2,11,6.5,89000
2751856648744808,1 to 8 Years,BCA,$61K-$121K,"Washington, D.C.",USA,37,-95,116484,Front-End Developer,Web Designer,VF,1,8,4.5,91000
1829814924850072,5 to 15 Years,BBA,$62K-$108K,"Washington, D.C.",USA,37,-95,23512,Data Entry Clerk,Record Keeper,CRRC Corporation,5,15,10.0,85000
1462919651568818,0 to 13 Years,M.Tech,$58K-$105K,"Washington, D.C.",USA,37,-95,76830,Financial Advisor,Wealth Management Advisor,Mutual of Omaha Insurance,0,13,6.5,81500
1709862086075118,1 to 9 Years,B.Com,$59K-$86K,"Washington, D.C.",USA,37,-95,69433,Interior Designer,Commercial Interior Designer,Tullow Oil,1,9,5.0,72500
634849909911559,2 to 12 Years,PhD,$55K-$100K,"Washington, D.C.",USA,37,-95,18440,Sales Representative,Account Executive,CommScope Holding,2,12,7.0,77500
1422090974800735,2 to 8 Years,M.Tech,$61K-$94K,"Washington, D.C.",USA,37,-95,29111,Finance Manager,Accounting Manager,APA Group,2,8,5.0,77500
644776161113967,4 to 12 Years,MCA,$61K-$126K,"Washington, D.C.",USA,37,-95,127445,Copywriter,Technical Copywriter,Experian,4,12,8.0,93500
1231229983649265,2 to 10 Years,B.Com,$59K-$93K,"Washington, D.C.",USA,37,-95,120581,Email Marketing Specialist,Deliverability Analyst,Dow,2,10,6.0,76000
1010453987344721,1 to 13 Years,BA,$59K-$118K,"Washington, D.C.",USA,37,-95,15219,Network Engineer,Network Administrator,Builders FirstSource,1,13,7.0,88500
1705468493480347,3 to 13 Years,MCA,$59K-$113K,"Washington, D.C.",USA,37,-95,128403,Purchasing Agent,Inventory Manager,Thermo Fisher Scientific,3,13,8.0,86000
2157098799007227,3 to 14 Years,BCA,$59K-$100K,"Washington, D.C.",USA,37,-95,18003,Software Engineer,Backend Developer,Costco Wholesale,3,14,8.5,79500
423140375450236,2 to 14 Years,BCA,$61K-$125K,"Washington, D.C.",USA,37,-95,21381,IT Manager,Infrastructure Manager,China Vanke,2,14,8.0,93000
2831951113520845,1 to 15 Years,M.Tech,$59K-$113K,"Washington, D.C.",USA,37,-95,56139,Social Media Coordinator,Content Creator,Eastman Chemical,1,15,8.0,86000
700312926167311,5 to 12 Years,MCA,$65K-$108K,"Washington, D.C.",USA,37,-95,80615,Graphic Designer,UI/UX Designer,Mahindra & Mahindra Financial Services,5,12,8.5,86500
2684268621565964,5 to 9 Years,BBA,$63K-$120K,"Washington, D.C.",USA,37,-95,90070,Pediatrician,Pediatric Specialist,Consolidated Edison,5,9,7.0,91500
2144195195859346,5 to 13 Years,MCA,$57K-$126K,"Washington, D.C.",USA,37,-95,81741,Research Analyst,Market Research Analyst,Quanta Services,5,13,9.0,91500
2191724385392544,4 to 15 Years,B.Com,$63K-$97K,"Washington, D.C.",USA,37,-95,79595,IT Administrator,System Administrator,Lithia Motors,4,15,9.5,80000
977174447554839,2 to 12 Years,PhD,$64K-$95K,"Washington, D.C.",USA,37,-95,29024,Network Security Specialist,Cybersecurity Analyst,Western Digital,2,12,7.0,79500
1141652086149625,5 to 15 Years,M.Com,$58K-$127K,"Washington, D.C.",USA,37,-95,132881,Physical Therapist,Orthopedic Physical Therapist,Qube Holdings,5,15,10.0,92500
2772726242890228,4 to 9 Years,MCA,$62K-$130K,"Washington, D.C.",USA,37,-95,85711,Aerospace Engineer,Avionics Engineer,Sun TV Network,4,9,6.5,96000
2324262717903204,4 to 15 Years,BCA,$63K-$83K,"Washington, D.C.",USA,37,-95,116612,Investment Banker,Mergers and Acquisitions Advisor,Bath & Body Works,4,15,9.5,73000
2811709634775317,1 to 15 Years,BA,$57K-$126K,"Washington, D.C.",USA,37,-95,32191,Java Developer,Java Web Application Developer,InterContinental Hotels Group,1,15,8.0,91500
2425092545016838,1 to 13 Years,B.Com,$57K-$112K,"Washington, D.C.",USA,37,-95,130849,Data Analyst,Business Intelligence Analyst,Sun Pharmaceutical Industries,1,13,7.0,84500
1286970414116039,5 to 13 Years,BCA,$57K-$106K,"Washington, D.C.",USA,37,-95,114165,Social Media Manager,Social Media Strategist,Advance Auto Parts,5,13,9.0,81500
1682785890234209,3 to 8 Years,M.Tech,$60K-$81K,"Washington, D.C.",USA,37,-95,91806,Accountant,Forensic Accountant,WPP plc,3,8,5.5,70500
1006660828666639,1 to 12 Years,PhD,$55K-$115K,"Washington, D.C.",USA,37,-95,108087,Project Coordinator,Construction Project Coordinator,Community Health Systems,1,12,6.5,85000
393981274140379,2 to 8 Years,MCA,$61K-$129K,"Washington, D.C.",USA,37,-95,76103,Registered Nurse,Staff Nurse,News Corp.,2,8,5.0,95000
284585954240763,0 to 14 Years,BCA,$63K-$112K,"Washington, D.C.",USA,37,-95,46069,Event Coordinator,Wedding Coordinator,TravelCenters of America,0,14,7.0,87500
2920863776688287,2 to 11 Years,B.Com,$65K-$111K,"Washington, D.C.",USA,37,-95,37213,Systems Analyst,Business Systems Analyst,Suning.com,2,11,6.5,88000
1714562921568778,1 to 9 Years,BBA,$63K-$106K,"Washington, D.C.",USA,37,-95,108571,Mechanical Designer,Product Designer,Disney+,1,9,5.0,84500
565913267993680,5 to 8 Years,BBA,$56K-$127K,"Washington, D.C.",USA,37,-95,64896,Procurement Specialist,Procurement Coordinator,Mutual of Omaha Insurance,5,8,6.5,91500
335605302913198,2 to 13 Years,BA,$61K-$104K,"Washington, D.C.",USA,37,-95,24309,Software Tester,Automation Tester,Graphic Packaging Holding,2,13,7.5,82500
2051661148024956,1 to 15 Years,M.Com,$59K-$108K,"Washington, D.C.",USA,37,-95,63097,Data Scientist,Machine Learning Engineer,Pacific Life,1,15,8.0,83500
2339818597295478,4 to 13 Years,BA,$62K-$97K,"Washington, D.C.",USA,37,-95,64363,Process Engineer,Industrial Engineer,Ryder System,4,13,8.5,79500
1458302212051381,3 to 8 Years,B.Tech,$59K-$98K,"Washington, D.C.",USA,37,-95,51042,Customer Success Manager,Onboarding Specialist,Brambles Limited,3,8,5.5,78500
2581112801964870,5 to 10 Years,BA,$60K-$122K,"Washington, D.C.",USA,37,-95,28279,Event Manager,Conference Manager,Ford Motor Company,5,10,7.5,91000
1436814728102025,0 to 9 Years,BA,$65K-$87K,"Washington, D.C.",USA,37,-95,72981,Social Worker,School Social Worker,Transurban Group,0,9,4.5,76000
1508742345083182,2 to 14 Years,B.Tech,$63K-$103K,"Washington, D.C.",USA,37,-95,102011,Occupational Therapist,Mental Health Occupational Therapist,Dick's Sporting Goods,2,14,8.0,83000
1435610157338155,4 to 13 Years,BA,$59K-$82K,"Washington, D.C.",USA,37,-95,123099,Customer Service Manager,Service Quality Assurance Manager,Jones Lang LaSalle,4,13,8.5,70500
1702668548690889,5 to 10 Years,MBA,$57K-$93K,"Washington, D.C.",USA,37,-95,79455,Graphic Designer,UI/UX Designer,Wacker Chemie AG,5,10,7.5,75000
2256618506605540,4 to 12 Years,MBA,$59K-$98K,"Washington, D.C.",USA,37,-95,85578,Account Director,Account Strategist,Marico Limited,4,12,8.0,78500
2682435369117068,5 to 9 Years,B.Tech,$65K-$125K,"Washington, D.C.",USA,37,-95,40877,Account Manager,Sales Account Manager,Ball,5,9,7.0,95000
1178564851504972,2 to 11 Years,M.Tech,$61K-$123K,"Washington, D.C.",USA,37,-95,117888,Administrative Assistant,Data Entry Specialist,Northern Star Resources,2,11,6.5,92000
2211315664096299,2 to 8 Years,MBA,$62K-$109K,"Washington, D.C.",USA,37,-95,45914,Network Engineer,Network Administrator,Progressive,2,8,5.0,85500
1041857938606380,3 to 11 Years,PhD,$64K-$81K,"Washington, D.C.",USA,37,-95,38247,Systems Administrator,IT Support Specialist,Fifth Third Bancorp,3,11,7.0,72500
2982460032007401,0 to 11 Years,MCA,$55K-$80K,"Washington, D.C.",USA,37,-95,18599,Paralegal,Real Estate Paralegal,Arthur J. Gallagher,0,11,5.5,67500
42047144035870,4 to 11 Years,B.Tech,$63K-$103K,"Washington, D.C.",USA,37,-95,23506,HR Coordinator,Training Coordinator,NIO Inc.,4,11,7.5,83000
1070811781830011,4 to 9 Years,B.Com,$56K-$94K,"Washington, D.C.",USA,37,-95,56930,Family Lawyer,Mediator,Philip Morris International,4,9,6.5,75000
2641756660470753,5 to 10 Years,MCA,$59K-$110K,"Washington, D.C.",USA,37,-95,27677,Marketing Director,Digital Marketing Director,Arconic,5,10,7.5,84500
1364015469966051,4 to 14 Years,B.Com,$59K-$102K,"Washington, D.C.",USA,37,-95,97524,Customer Success Manager,Customer Support Specialist,"Wirecard AG (Now defunct, due to bankruptcy)",4,14,9.0,80500
3025015072243846,0 to 14 Years,MCA,$64K-$96K,"Washington, D.C.",USA,37,-95,116577,Marketing Coordinator,Marketing Specialist,Cairn Energy,0,14,7.0,80000
2098943823847121,2 to 10 Years,M.Com,$57K-$86K,"Washington, D.C.",USA,37,-95,32479,Software Engineer,DevOps Engineer,Dow,2,10,6.0,71500
2922474999030714,5 to 14 Years,BA,$61K-$103K,"Washington, D.C.",USA,37,-95,106930,Business Development Manager,Strategic Partnerships Manager,Tullow Oil,5,14,9.5,82000
2920579535630289,4 to 13 Years,B.Tech,$61K-$108K,"Washington, D.C.",USA,37,-95,110419,Family Nurse Practitioner,Primary Care Provider,Corning,4,13,8.5,84500
2268093945135169,3 to 15 Years,MCA,$64K-$123K,"Washington, D.C.",USA,37,-95,49339,Front-End Developer,Web Designer,Bath & Body Works,3,15,9.0,93500
2841429368357659,5 to 13 Years,BCA,$58K-$80K,"Washington, D.C.",USA,37,-95,41992,Social Worker,Child Welfare Worker,Disney+,5,13,9.0,69000
46870474682409,3 to 8 Years,BA,$59K-$115K,"Washington, D.C.",USA,37,-95,100308,Procurement Specialist,Procurement Manager,Havells India,3,8,5.5,87000
2692939696067240,2 to 12 Years,BBA,$65K-$80K,"Washington, D.C.",USA,37,-95,38769,Legal Advisor,In-House Counsel,Lendlease Group,2,12,7.0,72500
832101465179255,4 to 12 Years,BA,$58K-$90K,"Washington, D.C.",USA,37,-95,28173,Litigation Attorney,Family Law Attorney,Smith & Nephew,4,12,8.0,74000
128007181611419,3 to 14 Years,BCA,$62K-$114K,"Washington, D.C.",USA,37,-95,49846,Network Engineer,Network Administrator,Xcel Energy,3,14,8.5,88000
1794620104264172,1 to 9 Years,BA,$62K-$92K,"Washington, D.C.",USA,37,-95,25148,Civil Engineer,Water Resources Engineer,Delta Air Lines,1,9,5.0,77000
2973845973661964,1 to 12 Years,MBA,$65K-$114K,"Washington, D.C.",USA,37,-95,74733,Dental Hygienist,Dental Public Health Hygienist,VF,1,12,6.5,89500
1099503463354209,3 to 12 Years,M.Com,$63K-$85K,"Washington, D.C.",USA,37,-95,103719,Finance Manager,Financial Planning Manager,Evolution Mining,3,12,7.5,74000
2140756480244683,0 to 14 Years,BCA,$58K-$125K,"Washington, D.C.",USA,37,-95,37453,Investment Banker,Financial Analyst,"Revlon, Inc.",0,14,7.0,91500
1008989827270822,2 to 14 Years,MCA,$58K-$87K,"Washington, D.C.",USA,37,-95,59170,Product Manager,Technical Product Manager,Philip Morris International,2,14,8.0,72500
2342807794443263,0 to 13 Years,B.Tech,$61K-$118K,"Washington, D.C.",USA,37,-95,52437,Procurement Manager,Procurement Analyst,Marsh & McLennan,0,13,6.5,89500
594115648693568,2 to 11 Years,PhD,$64K-$124K,"Washington, D.C.",USA,37,-95,85723,Research Analyst,Market Research Analyst,AmerisourceBergen,2,11,6.5,94000
28796586670452,5 to 14 Years,B.Com,$64K-$112K,"Washington, D.C.",USA,37,-95,110320,Speech Therapist,Speech Pathologist,PVH,5,14,9.5,88000
2881675130061605,3 to 13 Years,B.Tech,$63K-$93K,"Washington, D.C.",USA,37,-95,20979,UX/UI Designer,Interaction Designer,Sonoco Products,3,13,8.0,78000
1361722640724967,5 to 15 Years,BBA,$64K-$100K,"Washington, D.C.",USA,37,-95,129424,Customer Service Manager,Customer Experience Strategist,Tencent Holdings,5,15,10.0,82000
2368343225221019,3 to 13 Years,B.Com,$65K-$110K,"Washington, D.C.",USA,37,-95,118617,Purchasing Agent,Supply Chain Coordinator,Carrier Global,3,13,8.0,87500
1919231203836607,3 to 13 Years,MBA,$62K-$103K,"Washington, D.C.",USA,37,-95,114489,Architectural Designer,Architectural Drafter,Par Pacific Holdings,3,13,8.0,82500
2825405207902643,3 to 15 Years,MBA,$59K-$88K,"Washington, D.C.",USA,37,-95,17920,Event Coordinator,Corporate Event Coordinator,DCC plc,3,15,9.0,73500
1876805041839359,3 to 14 Years,MBA,$64K-$100K,"Washington, D.C.",USA,37,-95,22641,UI Developer,Front-End Developer,Morrison Supermarkets,3,14,8.5,82000
2958732859303842,4 to 15 Years,BBA,$63K-$125K,"Washington, D.C.",USA,37,-95,125651,Marketing Manager,Digital Marketing Manager,Expedia Group,4,15,9.5,94000
1489525073360250,3 to 15 Years,BA,$63K-$127K,"Washington, D.C.",USA,37,-95,32904,Customer Service Representative,Live Chat Support Agent,Delta Air Lines,3,15,9.0,95000
1055232637116796,2 to 8 Years,MBA,$64K-$127K,"Washington, D.C.",USA,37,-95,122989,UX/UI Designer,Interaction Designer,Brambles Limited,2,8,5.0,95500
1581286064733197,3 to 10 Years,MCA,$61K-$91K,"Washington, D.C.",USA,37,-95,105735,Network Engineer,Network Administrator,B&M,3,10,6.5,76000
833841983034587,1 to 15 Years,MCA,$59K-$118K,"Washington, D.C.",USA,37,-95,25871,Legal Secretary,Court Clerk,Adani Green Energy,1,15,8.0,88500
1441705833314277,0 to 13 Years,PhD,$63K-$100K,"Washington, D.C.",USA,37,-95,108485,Research Scientist,Research Analyst,Mahindra & Mahindra,0,13,6.5,81500
1287527149512260,1 to 10 Years,BCA,$59K-$127K,"Washington, D.C.",USA,37,-95,99689,Customer Service Manager,Customer Experience Strategist,Kyndryl Holdings,1,10,5.5,93000
2518188521391794,5 to 10 Years,B.Tech,$59K-$123K,"Washington, D.C.",USA,37,-95,112501,Digital Marketing Specialist,Social Media Manager,MTU Aero Engines AG,5,10,7.5,91000
2261446378506166,2 to 8 Years,BCA,$57K-$125K,"Washington, D.C.",USA,37,-95,21077,Event Planner,Corporate Event Planner,Taylor Morrison Home,2,8,5.0,91000
2965820716610681,5 to 11 Years,BCA,$63K-$113K,"Washington, D.C.",USA,37,-95,121567,Customer Service Manager,Customer Experience Strategist,Kraft Heinz,5,11,8.0,88000
467403629490632,0 to 14 Years,M.Com,$61K-$121K,"Washington, D.C.",USA,37,-95,15497,UX/UI Designer,User Experience Designer,"Fidelity Investments, Inc.",0,14,7.0,91000
2537299547062713,5 to 8 Years,MCA,$60K-$84K,"Washington, D.C.",USA,37,-95,77867,IT Support Specialist,Help Desk Support Specialist,Raytheon Technologies,5,8,6.5,72000
442693272666567,1 to 9 Years,MCA,$59K-$82K,"Washington, D.C.",USA,37,-95,114741,Project Coordinator,Construction Project Coordinator,Domino's Pizza Group,1,9,5.0,70500
735707606602400,4 to 9 Years,BA,$55K-$117K,"Washington, D.C.",USA,37,-95,55331,Operations Manager,Supply Chain Manager,Global Partners,4,9,6.5,86000
1172911146791929,1 to 14 Years,BBA,$61K-$102K,"Washington, D.C.",USA,37,-95,42608,Sales Representative,Account Executive,Freeport-McMoRan,1,14,7.5,81500
1951743805852931,3 to 10 Years,BCA,$60K-$103K,"Washington, D.C.",USA,37,-95,119529,Event Planner,Event Coordinator,Australia and New Zealand Banking Group (ANZ),3,10,6.5,81500
1157248242304681,3 to 8 Years,PhD,$57K-$117K,"Washington, D.C.",USA,37,-95,90671,Legal Counsel,Corporate Attorney,Oil Search,3,8,5.5,87000
371568338023520,0 to 9 Years,B.Com,$56K-$124K,"Washington, D.C.",USA,37,-95,109236,Graphic Designer,Print Graphic Designer,Starbucks,0,9,4.5,90000
2404458049184567,4 to 12 Years,M.Com,$60K-$107K,"Washington, D.C.",USA,37,-95,93058,Physician Assistant,Primary Care Physician Assistant,ODP,4,12,8.0,83500
605719754269498,4 to 8 Years,BBA,$60K-$98K,"Washington, D.C.",USA,37,-95,40494,Landscape Architect,Urban Planner,Valero Energy,4,8,6.0,79000
549245481275710,0 to 15 Years,M.Tech,$58K-$113K,"Washington, D.C.",USA,37,-95,29109,Technical Writer,Instructional Designer,Equitable Holdings,0,15,7.5,85500
343899470108081,5 to 15 Years,BBA,$65K-$122K,"Washington, D.C.",USA,37,-95,104818,Sales Associate,Retail Sales Associate,Allstate,5,15,10.0,93500
1303137489878063,1 to 9 Years,MBA,$59K-$91K,"Washington, D.C.",USA,37,-95,80724,Operations Manager,Quality Control Manager,Ceconomy AG (Formerly Metro AG),1,9,5.0,75000
2129181773243310,1 to 12 Years,MBA,$56K-$96K,"Washington, D.C.",USA,37,-95,69397,Research Analyst,Data Analyst Researcher,KKR,1,12,6.5,76000
2388904139922322,0 to 8 Years,MCA,$60K-$125K,"Washington, D.C.",USA,37,-95,119589,Project Manager,IT Project Manager,Deutsche Wohnen SE,0,8,4.0,92500
1304132564342433,0 to 10 Years,B.Tech,$55K-$81K,"Washington, D.C.",USA,37,-95,126642,Speech Therapist,Speech Pathologist,China National Chemical Corporation (ChemChina),0,10,5.0,68000
826944618005640,4 to 9 Years,BCA,$59K-$87K,"Washington, D.C.",USA,37,-95,28876,Finance Manager,Treasury Manager,Rockwell Automation,4,9,6.5,73000
2430789831032346,1 to 13 Years,PhD,$55K-$120K,"Washington, D.C.",USA,37,-95,81002,Digital Marketing Specialist,SEO Specialist,Indian Oil Corporation,1,13,7.0,87500
2379876716315125,5 to 9 Years,BCA,$60K-$104K,"Washington, D.C.",USA,37,-95,73231,Network Security Specialist,Cybersecurity Analyst,Ball,5,9,7.0,82000
1516764676965683,5 to 15 Years,M.Com,$60K-$107K,"Washington, D.C.",USA,37,-95,36606,Speech Therapist,Adult Speech Therapist,Lennar,5,15,10.0,83500
215608763044183,5 to 8 Years,MCA,$60K-$94K,"Washington, D.C.",USA,37,-95,32565,Business Analyst,Healthcare Business Analyst,Science Applications International,5,8,6.5,77000
2521305956594258,3 to 14 Years,M.Tech,$62K-$97K,"Washington, D.C.",USA,37,-95,82569,Legal Counsel,Corporate Attorney,China COSCO Shipping Corporation,3,14,8.5,79500
727237194614354,5 to 9 Years,PhD,$65K-$81K,"Washington, D.C.",USA,37,-95,96730,Quality Assurance Analyst,Test Automation Engineer,Jabil,5,9,7.0,73000
1202345798591626,1 to 11 Years,B.Tech,$60K-$115K,"Washington, D.C.",USA,37,-95,64398,Customer Support Specialist,Customer Success Manager,Aristocrat Leisure,1,11,6.0,87500
2253806233775414,0 to 11 Years,M.Com,$56K-$82K,"Washington, D.C.",USA,37,-95,97740,Public Relations Specialist,Brand PR Specialist,Kinder Morgan,0,11,5.5,69000
741020896361459,4 to 11 Years,M.Com,$59K-$81K,"Washington, D.C.",USA,37,-95,99952,Speech Therapist,Pediatric Speech Therapist,Deutsche Bahn AG,4,11,7.5,70000
233974954986427,0 to 12 Years,M.Tech,$63K-$124K,"Washington, D.C.",USA,37,-95,102590,Electrical Designer,Lighting Designer,O'Reilly Automotive,0,12,6.0,93500
206259268350139,3 to 9 Years,BBA,$60K-$110K,"Washington, D.C.",USA,37,-95,30672,Network Engineer,Network Administrator,Magellan Financial Group,3,9,6.0,85000
308952622647405,0 to 8 Years,BBA,$65K-$84K,"Washington, D.C.",USA,37,-95,107587,Customer Success Manager,Customer Support Specialist,Mohawk Industries,0,8,4.0,74500
1721934206142273,3 to 12 Years,MBA,$56K-$111K,"Washington, D.C.",USA,37,-95,87051,Pediatrician,Pediatric Surgeon,Mirvac Group,3,12,7.5,83500
414404642428723,4 to 11 Years,MBA,$58K-$101K,"Washington, D.C.",USA,37,-95,91525,Business Analyst,Healthcare Business Analyst,Pioneer Natural Resources,4,11,7.5,79500
1593975142538392,0 to 9 Years,PhD,$57K-$113K,"Washington, D.C.",USA,37,-95,55057,Landscape Designer,Sustainable Landscape Specialist,Mohawk Industries,0,9,4.5,85000
1375210950208790,3 to 14 Years,M.Com,$63K-$101K,"Washington, D.C.",USA,37,-95,74711,Market Research Analyst,Market Researcher,St. James's Place plc,3,14,8.5,82000
747538952770101,4 to 15 Years,MCA,$64K-$98K,"Washington, D.C.",USA,37,-95,123936,Software Tester,Automation Tester,Aramark,4,15,9.5,81000
656415532700486,5 to 8 Years,MCA,$63K-$102K,"Washington, D.C.",USA,37,-95,106167,SEO Analyst,SEO Content Strategist,Croda International,5,8,6.5,82500
2392875018488338,2 to 9 Years,B.Com,$56K-$85K,"Washington, D.C.",USA,37,-95,110125,Financial Analyst,Budget Analyst,Fidelity National Financial,2,9,5.5,70500
1352687399788144,5 to 13 Years,M.Tech,$58K-$96K,"Washington, D.C.",USA,37,-95,21484,Supply Chain Analyst,Logistics Analyst,Dell Technologies,5,13,9.0,77000
1564632500294729,4 to 15 Years,MBA,$56K-$120K,"Washington, D.C.",USA,37,-95,91540,Systems Analyst,IT Analyst,Peter Kiewit Sons,4,15,9.5,88000
469662138008836,4 to 14 Years,BCA,$58K-$101K,"Washington, D.C.",USA,37,-95,116020,Event Coordinator,Event Planner,Eli Lilly,4,14,9.0,79500
2510927082015821,2 to 10 Years,MBA,$58K-$93K,"Washington, D.C.",USA,37,-95,71330,Electrical Designer,Electrical Engineer,Pfizer,2,10,6.0,75500
401221812758860,0 to 8 Years,BCA,$64K-$84K,"Washington, D.C.",USA,37,-95,114072,Administrative Assistant,Data Entry Specialist,Lululemon athletica,0,8,4.0,74000
3089680373308483,3 to 8 Years,PhD,$62K-$110K,"Washington, D.C.",USA,37,-95,97863,Art Director,Visual Designer,Goodman Group,3,8,5.5,86000
2240499105823913,5 to 13 Years,BBA,$55K-$115K,"Washington, D.C.",USA,37,-95,94858,Social Media Manager,Social Media Strategist,RWE AG,5,13,9.0,85000
2848798672754811,5 to 13 Years,MCA,$63K-$98K,"Washington, D.C.",USA,37,-95,77110,UX Researcher,Usability Analyst,U.S. Bancorp,5,13,9.0,80500
1024560377455675,0 to 14 Years,MBA,$56K-$96K,"Washington, D.C.",USA,37,-95,98094,Project Coordinator,Administrative Coordinator,WPP plc,0,14,7.0,76000
1138039203868573,5 to 11 Years,BCA,$57K-$102K,"Washington, D.C.",USA,37,-95,41477,Family Nurse Practitioner,Pediatric Nurse Practitioner,United Breweries (UB),5,11,8.0,79500
956777399287259,3 to 8 Years,MBA,$64K-$112K,"Washington, D.C.",USA,37,-95,58224,Chemical Analyst,Research Chemist,GlaxoSmithKline,3,8,5.5,88000
2074482404964735,1 to 12 Years,BBA,$57K-$94K,"Washington, D.C.",USA,37,-95,42936,Network Analyst,Network Performance Analyst,BMW Group,1,12,6.5,75500
1269082920461370,0 to 9 Years,B.Tech,$56K-$121K,"Washington, D.C.",USA,37,-95,114268,Wedding Planner,Wedding Consultant,Nordstrom,0,9,4.5,88500
1760568179788203,5 to 14 Years,MBA,$63K-$129K,"Washington, D.C.",USA,37,-95,122429,Wedding Planner,Wedding Consultant,Leidos Holdings,5,14,9.5,96000
2855363329809053,0 to 10 Years,MBA,$64K-$95K,"Washington, D.C.",USA,37,-95,50244,Research Scientist,Research Analyst,Beacon Roofing Supply,0,10,5.0,79500
2691679822545054,0 to 14 Years,BCA,$59K-$120K,"Washington, D.C.",USA,37,-95,112334,Aerospace Engineer,Systems Engineer,Oil and Natural Gas Corporation (ONGC),0,14,7.0,89500
343594785306956,5 to 12 Years,M.Tech,$63K-$98K,"Washington, D.C.",USA,37,-95,116934,SEO Analyst,SEO Content Strategist,Intuit,5,12,8.5,80500
2462374985905547,3 to 10 Years,PhD,$65K-$109K,"Washington, D.C.",USA,37,-95,23605,SEM Specialist,Search Engine Marketer,Hormel Foods,3,10,6.5,87000
69861114689715,0 to 11 Years,MBA,$55K-$130K,"Washington, D.C.",USA,37,-95,72516,Brand Manager,Brand Marketing Analyst,B&M,0,11,5.5,92500
1157108634905943,0 to 13 Years,MCA,$55K-$92K,"Washington, D.C.",USA,37,-95,85646,Software Tester,Quality Assurance Analyst,Brewin Dolphin,0,13,6.5,73500
2723867993861462,5 to 13 Years,BCA,$58K-$99K,"Washington, D.C.",USA,37,-95,41329,Sales Consultant,Sales Advisor,Lockheed Martin,5,13,9.0,78500
1084735233569477,1 to 15 Years,M.Tech,$57K-$102K,"Washington, D.C.",USA,37,-95,116526,Pharmaceutical Sales Representative,Territory Sales Manager,Mondelez International,1,15,8.0,79500
1812386329196684,2 to 15 Years,BBA,$58K-$82K,"Washington, D.C.",USA,37,-95,56227,Project Manager,Agile Project Manager,Owens Corning,2,15,8.5,70000
1485961959511053,3 to 11 Years,BA,$61K-$103K,"Washington, D.C.",USA,37,-95,113296,IT Support Specialist,Help Desk Support Specialist,UGI,3,11,7.0,82000
2197047444180311,1 to 11 Years,BBA,$62K-$106K,"Washington, D.C.",USA,37,-95,85372,Electrical Designer,Electrical Engineer,DTE Energy,1,11,6.0,84000
3025600693796420,3 to 15 Years,B.Tech,$62K-$88K,"Washington, D.C.",USA,37,-95,95229,Graphic Designer,Web Graphic Designer,HCL Technologies,3,15,9.0,75000
976389604403636,3 to 13 Years,BA,$62K-$96K,"Washington, D.C.",USA,37,-95,37794,Market Research Analyst,Market Researcher,SF Express,3,13,8.0,79000
455472292842823,3 to 13 Years,PhD,$65K-$111K,"Washington, D.C.",USA,37,-95,19877,Family Nurse Practitioner,Geriatric Nurse Practitioner,TIAA,3,13,8.0,88000
355063632363617,0 to 13 Years,MBA,$57K-$97K,"Washington, D.C.",USA,37,-95,102988,Finance Manager,Accounting Manager,Packaging Corp. of America,0,13,6.5,77000
3057976227430177,2 to 14 Years,BCA,$57K-$101K,"Washington, D.C.",USA,37,-95,46385,Marketing Analyst,Data Analyst,L3Harris Technologies,2,14,8.0,79000
2156231477695293,4 to 15 Years,BBA,$63K-$117K,"Washington, D.C.",USA,37,-95,55190,Mechanical Engineer,HVAC Engineer,Synchrony Financial,4,15,9.5,90000
1080517383588075,2 to 9 Years,B.Tech,$63K-$101K,"Washington, D.C.",USA,37,-95,111810,Mechanical Engineer,Mechanical Design Engineer,Bharti Infratel,2,9,5.5,82000
824014655946979,5 to 13 Years,BCA,$59K-$102K,"Washington, D.C.",USA,37,-95,84707,Network Analyst,Network Performance Analyst,Bharti Airtel,5,13,9.0,80500
1798761272696336,5 to 11 Years,B.Tech,$65K-$84K,"Washington, D.C.",USA,37,-95,96635,Data Engineer,ETL Developer,Bajaj Electricals,5,11,8.0,74500
2809569020345507,3 to 13 Years,B.Tech,$58K-$108K,"Washington, D.C.",USA,37,-95,51971,Database Developer,NoSQL Database Engineer,China Merchants Bank,3,13,8.0,83000
1922781910432904,4 to 12 Years,BCA,$61K-$114K,"Washington, D.C.",USA,37,-95,84142,SEO Specialist,Content SEO Strategist,Aramark,4,12,8.0,87500
1846081915910396,1 to 11 Years,M.Tech,$57K-$102K,"Washington, D.C.",USA,37,-95,41879,Landscape Architect,Environmental Designer,Ebay,1,11,6.0,79500
2295059369950899,5 to 14 Years,BCA,$63K-$127K,"Washington, D.C.",USA,37,-95,48602,Investment Analyst,Risk Analyst,Zoetis,5,14,9.5,95000
1705629585946394,5 to 14 Years,M.Com,$58K-$125K,"Washington, D.C.",USA,37,-95,99968,Interior Designer,Hospitality Interior Designer,Deutsche Annington Immobilien SE (Now Vonovia SE),5,14,9.5,91500
